movie_name,release_date
巴黎寂寞不打烊,2020/05/22
在你身邊,2020/05/22
靠北少女,2020/05/22
怨鈴,2020/05/22
說再見前的30分鐘,2020/05/22
你的鳥兒會唱歌,2020/05/22
九發子彈/小洋/未來奇案/吳郭魚,2020/05/16
靈異405號房,2020/05/15
喪屍來鬥陣,2020/05/15
奇蹟救援,2020/05/15
奪命隧道,2020/05/15
海邊走走,2020/05/15
誰殺了唐吉訶德,2020/05/15
閉嘴！彈琴,2020/05/08
金都,2020/05/08
觸不到的愛,2020/05/08
黑暗戰域,2020/05/08
陪你玩最大,2020/05/08
劇場版 白箱,2020/05/08
初戀,2020/05/08
老娘就要這麼活,2020/05/08
素人特工,2020/05/08
流感,2020/04/30
正在相愛嗎?,2020/04/30
抽屍剝繭,2020/04/30
如果我擁抱你請不要害怕,2020/04/30
聽教父的話,2020/04/30
見鬼的戀愛季節,2020/04/30
監禁100呎,2020/04/30
壞教育,2020/04/30
鎖命佈局,2020/04/30
帕華洛帝：世紀男高音,2020/04/30
熊熊大作戰,2020/04/30
現屍報,2020/04/30
仲夏夜之夢（莎翁經典劇集）,2020/04/26
長沙里之戰：被遺忘的英雄,2020/04/24
無聲革命,2020/04/24
這一刻，想見你,2020/04/24
淒厲人僧,2020/04/24
美好拾光公司,2020/04/24
吞噬,2020/04/24
緣來想見妳,2020/04/24
搭火車旅行好吃驚,2020/04/24
蜈蚣降,2020/04/24
日暮,2020/04/24
數碼寶貝 LAST EVOLUTION 絆,2020/04/24
假面騎士－ 令和時代的開端,2020/04/24
惡之華,2020/04/24
一報還一報（莎翁經典劇集）,2020/04/20
隨片登台,2020/04/19
阿嬤的秘密,2020/04/18
鑰命監獄,2020/04/17
居禮夫人：放射永恆,2020/04/17
末日異戰,2020/04/17
罪：米開朗基羅,2020/04/17
戀愛倒帶中,2020/04/17
我的粉紅人生,2020/04/17
知道天空有多藍的人啊,2020/04/17
星光王子 星光時尚秀 BEST10,2020/04/17
浪人47愁錢中,2020/04/17
築夢奇蹟,2020/04/17
政客誠實中,2020/04/10
女聲我最美,2020/04/10
真實,2020/04/10
謝謝你,2020/04/10
特別嘉賓,2020/04/10
來自深淵 深沉靈魂的黎明,2020/04/10
搞鬼,2020/04/09
馴悍記（莎翁經典劇集）,2020/04/08
燒肉粽2019,2020/04/05
小魔花,2020/04/01
馬丁伊登,2020/04/01
冤鴦大盜,2020/04/01
亨利五世（莎翁經典劇集）,2020/04/01
間諜速成班,2020/04/01
魔髮精靈唱遊世界,2020/04/01
拾光人生,2020/04/01
我的英雄學院劇場版：英雄新世紀,2020/04/01
犬鳴村,2020/04/01
火口的二人,2020/04/01
猛鬼大師收工沒?,2020/04/01
抓住救命稻草的野獸們,2020/03/27
我們的家不是我們的家,2020/03/27
託陰2：布拉姆回來了,2020/03/27
絕命直播,2020/03/27
無聲救援,2020/03/27
我的學生都是配樂大師,2020/03/27
迷雁返家路,2020/03/27
聲入奇境：經典配樂大師,2020/03/27
奧斯卡配樂大師：亞歷山大戴斯培,2020/03/27
鏡中驚魂,2020/03/27
Re：從零開始的異世界生活-外傳篇章電影,2020/03/27
記憶屋,2020/03/27
最初的晚餐,2020/03/27
東京喰種S,2020/03/27
三八新娘憨子婿（數位修復版）,2020/03/22
前世情人的情人,2020/03/22
神之一手：鬼手篇,2020/03/20
不愛鋼琴師,2020/03/20
囚愛之家,2020/03/20
依然相信,2020/03/20
A+瞎妹,2020/03/20
最後晚安曲,2020/03/20
我出去醫下,2020/03/20
搖滾師匠：細野晴臣,2020/03/20
我的失蹤爸爸,2020/03/20
我不流行二十年,2020/03/20
南山的部長們,2020/03/13
通靈少年2020,2020/03/13
複製柔伊,2020/03/13
鋼鐵勳章,2020/03/13
安雅的回家路,2020/03/13
牆內的房客,2020/03/13
另類神父,2020/03/13
劇場版 不起眼女主角培育法 Fine,2020/03/13
電影版 地獄少女,2020/03/13
練愛iNG,2020/03/13
破．局,2020/03/13
我，最親愛的,2020/03/12
血衛,2020/03/12
天鵝湖(馬修．伯恩精選),2020/03/07
大畫特務,2020/03/06
明明會說話,2020/03/06
親愛的莎瑪,2020/03/06
戰慄糖果屋,2020/03/06
艾瑪﹒,2020/03/06
導演先生的完美假期,2020/03/06
大地蜜語,2020/03/06
罪樂園,2020/03/06
失戀殺人：三角禁戀,2020/03/06
狂飆一夢,2020/03/06
寄生上流：黑白版,2020/02/27
千日千夜,2020/02/27
鴿子在樹枝上沉思,2020/02/27
啊！人生,2020/02/27
二樓傳來的歌聲,2020/02/27
娘娘腔日記,2020/02/27
叔．叔,2020/02/27
隱形人,2020/02/27
極地守護犬,2020/02/27
怨咒,2020/02/27
汪星人的奇幻漂流,2020/02/27
鳴鳥不飛：烏雲密布,2020/02/27
哥布林殺手：GOBLIN'S CROWN,2020/02/27
女鬼橋,2020/02/27
吹哨奇案,2020/02/21
陰櫥,2020/02/21
音速小子,2020/02/21
李察朱威爾事件,2020/02/21
電影音效傳奇：好萊塢之聲,2020/02/21
悲慘世界,2020/02/21
閃閃小超人電影版 (中文版),2020/02/21
絕命大平台,2020/02/21
少年阿罕默德,2020/02/21
失路人,2020/02/21
"超""人""氣動物園",2020/02/14
尋愛夢工廠,2020/02/14
你好‧愛‧再見,2020/02/14
就愛斷捨離,2020/02/14
失控少年兵團,2020/02/14
羅密歐與茱麗葉(馬修．伯恩精選),2020/02/14
逃出夢幻島,2020/02/14
雨天 . 紐約,2020/02/14
戰慄魔胎,2020/02/14
謎夜拼圖,2020/02/14
殺不了的他和死不了的她,2020/02/14
全境失控,2020/02/14
愛情人形,2020/02/14
閃耀的成人羅曼史,2020/02/07
古曼童,2020/02/07
我們的相愛時光,2020/02/07
我的寶貝男孩,2020/02/07
電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07
蜜蜂與遠雷,2020/02/07
猛禽小隊: 小丑女大解放,2020/02/06
《群山之島與不去會死的他們》第二集：冒險是殺小？！,2020/02/05
大鼻子情聖（經典劇場）,2020/02/01
熱帶雨,2020/01/31
鬼魅之家,2020/01/31
王牌辯士,2020/01/31
只想受到你的歡迎,2020/01/31
大整形家,2020/01/31
紅鞋公主與七矮人,2020/01/30
G風暴,2020/01/30
1917,2020/01/30
黑水風暴,2020/01/30
吸血黏土,2020/01/30
肥龍過江,2020/01/23
杜立德,2020/01/23
紳士追殺令,2020/01/23
岳父受死吧,2020/01/23
我們的7日戰爭,2020/01/23
你的情歌,2020/01/23
喜從天降,2020/01/23
殺手撿到槍,2020/01/23
變身特務 (英文版),2020/01/22
深海終劫站,2020/01/22
她們,2020/01/22
青春催落去,2020/01/17
然後我們跳了舞,2020/01/17
不完美的正義,2020/01/17
姊魅,2020/01/17
巧虎電影 英雄遊樂園,2020/01/17
絕地戰警FOR LIFE,2020/01/16
台北物語2-獲利者,2020/01/16
哥哥戀愛了，我怎麼辦!?,2020/01/15
柯俊雄的電影人生,2020/01/15
大監獄行動,2020/01/10
鬼眼逼人,2020/01/10
重磅腥聞,2020/01/10
惡靈20,2020/01/10
Cunningham 機遇之舞,2020/01/10
星星知我心,2020/01/10
逃出天堂島,2020/01/10
魯邦三世 THE FIRST,2020/01/10
動畫電影版 我想吃掉你的胰臟,2020/01/10
還有一些樹,2020/01/04
朝鮮花美男,2020/01/03
國際市場：半世紀的諾言,2020/01/03
鳳梧洞戰役,2020/01/03
我們與愛的距離,2020/01/03
孩子的自白,2020/01/03
單身三人行,2020/01/03
我們的美好時光,2020/01/03
再見，未成年,2020/01/03
我的爸媽好性福,2020/01/03
她的名字叫薔薇,2020/01/03
這一次不再錯過你,2020/01/03
兔嘲男孩,2020/01/03
驅魔直播,2020/01/03
別告訴她,2020/01/03
鬼屋實錄：惡魔之家,2020/01/03
陰兒,2020/01/03
真愛裁會贏,2020/01/03
《少女與戰車 總集篇4DX》-第63屆戰車道全國高中生大會,2020/01/03
那一夜,2020/01/03
菠蘿蜜,2020/01/03
國王與我（經典劇場）,2020/01/01
海上鋼琴師,2019/12/27
誤判,2019/12/27
霹靂嬌娃,2019/12/27
倒數計死,2019/12/27
舞力決戰,2019/12/27
幸福試用期,2019/12/27
潛艦追緝,2019/12/27
鹿皮奇談,2019/12/27
時光沙漏,2019/12/27
竊竊屍語,2019/12/27
大約在冬季,2019/12/27
吹哨人,2019/12/27
白頭山：半島浩劫,2019/12/24
CATS 貓,2019/12/24
外出偷馬,2019/12/20
世紀球王 馬拉度納,2019/12/20
怨靈古堡,2019/12/20
奪魂露營車,2019/12/20
燃燒女子的畫像,2019/12/20
金魚,2019/12/20
葉問4：完結篇,2019/12/19
1900,2019/12/19
STAR WARS : 天行者的崛起,2019/12/18
紐奧良抗爭日常,2019/12/16
潔西卡萬歲,2019/12/16
月神的寵兒,2019/12/15
亞特蘭提斯,2019/12/15
聖山迷羊,2019/12/15
『Miracle Moon Festival TSUKIUTA. VIRTUAL LIVE 2019 Four Seasons』Delay viewing～WINTER ver.～,2019/12/15
『Miracle Moon Festival TSUKIUTA. VIRTUAL LIVE 2019 Four Seasons』Delay viewing～AUTUMN ver.～,2019/12/15
光纖電人,2019/12/14
新世界,2019/12/14
十月：震撼世界的十天,2019/12/14
三十而逝,2019/12/14
添好孕,2019/12/14
『 Miracle Moon Festival TSUKIUTA. VIRTUAL LIVE 2019 Four Seasons 』Delay viewing～SPRING ver.～,2019/12/14
『Miracle Moon Festival TSUKIUTA. VIRTUAL LIVE 2019 Four Seasons』Delay viewing～SUMMER ver.～,2019/12/14
黑計畫,2019/12/13
復仇母親,2019/12/13
風暴過後,2019/12/13
唯你是愛,2019/12/13
月曆,2019/12/13
大說謊家,2019/12/13
黑色聖誕節,2019/12/13
熱氣球飛行家,2019/12/13
社群動物,2019/12/13
強盜第七章,2019/12/13
巴黎小情聖,2019/12/13
8級警戒,2019/12/13
屍控療法,2019/12/13
假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film,2019/12/13
HUMAN LOST 人間失格,2019/12/13
每個月來訪一次的月經醬,2019/12/13
黑熊來了,2019/12/13
為你存在的每一天,2019/12/13
祭旗,2019/12/13
南方車站的聚會,2019/12/13
唐人街探案2,2019/12/13
給我一個參選的理由(英國國家劇院現場),2019/12/11
茱蒂,2019/12/10
呆萌特務,2019/12/06
去年聖誕節,2019/12/06
花生醬獵鷹的願望,2019/12/06
餓魔餐廳,2019/12/06
女孩要革命,2019/12/06
抓狂博物館,2019/12/06
人間失格：太宰治與他的3個女人,2019/12/06
特約經紀公司,2019/12/06
一屍到底番外篇：好萊塢大作戰！,2019/12/06
我的靈魂是愛做的,2019/12/06
絕世情歌,2019/12/06
茱莉小姐(英國國家劇院現場),2019/12/04
哈利路亞！(英國國家劇院現場),2019/12/04
野蠻遊戲：全面晉級,2019/12/04
《悲慘世界》25周年紀念演唱會（經典劇場）,2019/12/01
夕霧花園,2019/11/29
暴走曼哈頓,2019/11/29
布魯克林孤兒,2019/11/29
怪奇超自然,2019/11/29
寂寞診療室,2019/11/29
布紐爾 超現實人生,2019/11/29
懸案密碼前傳-瓶中信,2019/11/29
鋒迴路轉,2019/11/28
賽道狂人,2019/11/26
82年生的金智英,2019/11/22
麂皮：永不滿足,2019/11/22
女神們的下午茶,2019/11/22
改革好萊塢,2019/11/22
許怨房,2019/11/22
野蠻迷林,2019/11/22
暗影人,2019/11/22
BanG Dream! FILM LIVE,2019/11/22
小小夜曲,2019/11/22
麵包超人電影版：發光吧！冰淇淋王國的香草公主,2019/11/22
男人真命苦 真人版電影,2019/11/22
烈火偷情,2019/11/22
冰雪奇緣2 (英文版),2019/11/21
失竊神畫：卡拉瓦喬,2019/11/15
催眠 . 裁決,2019/11/15
抱歉我們錯過你了,2019/11/15
神機有毛病,2019/11/15
血腥萬聖節,2019/11/15
活死人之眼,2019/11/15
我的情敵是冰箱,2019/11/15
偵相,2019/11/15
萬萬沒想到,2019/11/15
為美好的世界獻上祝福！紅傳說,2019/11/15
HELLO WORLD,2019/11/15
大餓,2019/11/15
蝴蝶,2019/11/14
SHAKIRA IN CONCERT: EL DORADO WORLD TOUR,2019/11/13
黑暗之光,2019/11/13
那個我最親愛的陌生人,2019/11/12
美麗時光,2019/11/11
暑假作業,2019/11/10
醉‧生夢死,2019/11/09
黑金叛徒,2019/11/08
熔爐（經典劇場）,2019/11/08
決戰中途島,2019/11/08
安眠醫生,2019/11/08
救火奶爸,2019/11/08
拍厲得,2019/11/08
遺怨,2019/11/08
山田孝之的痛苦與榮耀,2019/11/08
樂園,2019/11/08
重甲機神：神降臨,2019/11/08
地久天長,2019/11/08
魔鬼終結者：黑暗宿命,2019/11/07
反間遊戲,2019/11/01
鬼玩伴,2019/11/01
犯罪現場,2019/11/01
阿達一族,2019/11/01
絕鯊47：猛鯊出籠,2019/11/01
鋼鐵蒼穹2：惡搞新世紀,2019/11/01
紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01
花鳥籠：網愛調教,2019/11/01
陽光普照,2019/11/01
傻傻愛你，傻傻愛我,2019/11/01
家族,2019/10/27
故鄉,2019/10/27
兒子,2019/10/26
男人不敗,2019/10/25
阿嬤養的豬,2019/10/25
金翅雀,2019/10/25
昆汀超集8,2019/10/25
生人末日,2019/10/25
狙擊獵殺: 救援行動,2019/10/25
為琴癡狂,2019/10/25
失憶的總理大臣,2019/10/25
我的朋友霸王龍,2019/10/25
柴公園,2019/10/25
伊索遊戲,2019/10/25
港都情事,2019/10/25
陪你很久很久,2019/10/25
Thunderbolt Fantasy 西幽玹歌,2019/10/25
雙子殺手,2019/10/23
電影版 吹響吧！上低音號～誓言的終章～,2019/10/23
新聞記者,2019/10/20
風中浮沉的花蕊,2019/10/20
殘值,2019/10/20
颱風,2019/10/20
盲人阿清,2019/10/19
大潮,2019/10/19
風兒踢踏踩,2019/10/19
加油吧 ! 李先生,2019/10/18
寂寞裁縫師,2019/10/18
鬼船瑪麗號,2019/10/18
今夜，我們無罪,2019/10/18
生命的美麗瞬間,2019/10/18
七個會議,2019/10/18
妖怪奇譚集,2019/10/18
秘戀之夏,2019/10/18
聖人大盜,2019/10/18
盲人律師,2019/10/18
黑魔女2,2019/10/17
魔法少女伊莉雅 百變嘉年華,2019/10/17
電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17
電影版 吹響吧！上低音號～想傳達的旋律～,2019/10/17
METALLICA & SAN FRANCISCO SYMPHONY: S&M2,2019/10/14
電影版 壞傢伙們,2019/10/09
表妹好辣,2019/10/09
克林姆與席勒：靈慾之間,2019/10/09
闇戀,2019/10/09
藍波:最後一滴血,2019/10/09
弒婚遊戲,2019/10/09
屍樂園：髒比雙拼,2019/10/09
計高一籌,2019/10/09
海獸之子,2019/10/09
在時間停止的世界相遇,2019/10/09
江湖無難事,2019/10/09
星際效應,2019/10/05
老千：獨眼傑克,2019/10/04
108悍將,2019/10/04
鋼鐵蒼穹,2019/10/04
壞壞萌雪怪,2019/10/04
酸世代,2019/10/04
小小戀歌,2019/10/04
武士搬家好吃驚,2019/10/04
受難,2019/10/04
小丑,2019/10/03
ROGER WATERS  US + THEM,2019/10/02
骷髏城七人,2019/09/28
變身,2019/09/27
死靈屋,2019/09/27
莫內：睡蓮的水光魔法,2019/09/27
只有我能喜歡妳,2019/09/27
無間行動,2019/09/27
雪地之光,2019/09/27
地下狂熱趴,2019/09/27
情陷斯卡布羅,2019/09/27
校外打怪教學,2019/09/27
瞞天機密,2019/09/27
囧媽的極地任務,2019/09/27
笑笑羊大電影：外星人來了,2019/09/27
青春豬頭少年不會夢到懷夢美少女,2019/09/27
信用詐欺師JP,2019/09/27
劇場版 假面騎士：永遠的平成世代,2019/09/27
沉溺,2019/09/27
母親的愛人,2019/09/27
忘了浪漫，記得你,2019/09/20
魔力抓狂夜,2019/09/20
妒火的詛咒-娜迦,2019/09/20
星際救援,2019/09/20
唐頓莊園,2019/09/20
窗中的女巫,2019/09/20
殺手餐廳,2019/09/20
我變笨了，請多多指教。,2019/09/20
淺草的幸福吐司,2019/09/20
戀上小鮮肉,2019/09/20
返校,2019/09/20
我親愛的父親,2019/09/20
與失智共舞,2019/09/20
布拉姆的異想世界,2019/09/15
我可能不會變瘦,2019/09/15
長頸鹿上學去,2019/09/14
囧男孩,2019/09/14
踮腳尖##銅板少年##七歲那年的初次見面,2019/09/14
貓咪知道但是貓咪不說,2019/09/13
劇場版 假面騎士Build 合而為一,2019/09/13
夜鶯的哭聲,2019/09/12
金手套虐殺事件,2019/09/12
NG你的人生,2019/09/12
花椒之味,2019/09/12
再見了!小Q,2019/09/12
好小男孩,2019/09/12
舞孃騙很大,2019/09/12
我家有個開心農場,2019/09/12
4x4 危機四伏,2019/09/12
衝擊真相,2019/09/12
天氣之子,2019/09/12
今天也要用便當出擊,2019/09/12
我的女友是魔法師,2019/09/12
瑪麗亞的乳房,2019/09/12
薔薇與武士,2019/09/11
阿修羅城之瞳,2019/09/11
蠻幽鬼,2019/09/11
第十三個人,2019/09/09
大冤獄,2019/09/08
焦點新聞,2019/09/07
鬼片：即將上映,2019/09/06
洛瑞&火柴男人,2019/09/06
魔法禁界,2019/09/06
匿名的畫作,2019/09/06
火車情殺案,2019/09/06
插心之刀,2019/09/06
大叔之愛電影版,2019/09/06
生日幻境 Birthday Wonderland,2019/09/06
平行世界的愛情故事,2019/09/06
我在妳的床下,2019/09/06
致親愛的孤獨者,2019/09/06
牠 第二章,2019/09/05
在流放地,2019/09/01
極限逃生,2019/08/30
咖啡大師,2019/08/30
你不快樂嗎?,2019/08/30
使徒行者2 諜影行動,2019/08/30
星界離魂,2019/08/30
雙面特務,2019/08/30
你願意嫁給我老公嗎？,2019/08/30
萌友來找碴,2019/08/30
巴黎之王：闇黑正義,2019/08/30
未來無恙,2019/08/30
最乖巧的殺人犯,2019/08/30
第九分局,2019/08/29
劇場版FREE! 男子游泳部–Road to the World–夢,2019/08/28
緝凶對決,2019/08/23
偵兇,2019/08/23
光(GUANG),2019/08/23
深夜加油站遇見抓狂衰事,2019/08/23
地獄家政婦,2019/08/23
貞子：起源,2019/08/23
殺手寓言,2019/08/23
再見了，唇,2019/08/23
再會：大人的禁斷戀愛,2019/08/23
下半場,2019/08/23
全面攻佔3: 天使救援,2019/08/21
我是一片雲,2019/08/18
孤味/繭/擁抱/尋找保羅/Miss World/基石,2019/08/17
六個嫌疑犯,2019/08/17
驅魔使者,2019/08/16
霹靂嬌鋒,2019/08/16
仙戒奇緣,2019/08/16
炫目之光,2019/08/16
普羅米亞,2019/08/16
飛翔吧!埼玉,2019/08/16
乾杯！戀上日本酒的女子,2019/08/16
怨靈少女組,2019/08/16
緝魔,2019/08/16
憤怒鳥玩電影2：冰的啦！,2019/08/14
尋祕街拍客,2019/08/11
怎麼就，結婚了,2019/08/09
朵拉與失落的黃金城,2019/08/09
是誰在搞鬼,2019/08/09
絕世名伶,2019/08/09
懸案判決,2019/08/09
出發吧！我的脫單假期,2019/08/09
蠟筆小新電影 新婚旅行風暴-奪回廣志大作戰,2019/08/09
乘浪之約,2019/08/09
櫻花開了,2019/08/09
一定要結婚嗎,2019/08/09
大人的戀愛情事,2019/08/09
BRING THE SOUL: THE MOVIE,2019/08/07
在黑暗中說的鬼故事,2019/08/07
靈異乍現,2019/08/07
王的文字,2019/08/02
我出去透透氣,2019/08/02
完全邪惡指南,2019/08/02
痛苦與榮耀,2019/08/02
電梯男孩的奇蹟,2019/08/02
玩命關頭:特別行動,2019/07/31
山中傳奇,2019/07/27
戀戀銅鑼燒,2019/07/27
鬼學怨,2019/07/26
人生消極掰,2019/07/26
駭客任務,2019/07/26
伊剎貝爾,2019/07/26
賭命大富翁,2019/07/26
出走巴黎,2019/07/26
電影哆啦A夢：大雄的月球探測記,2019/07/26
豢養殺人鬼的女人,2019/07/26
摩托殺陣,2019/07/26
從前，有個好萊塢,2019/07/24
珮詩,2019/07/21
緹縈,2019/07/20
俠女,2019/07/20
瑪雅蜜蜂大冒險：蜜糖危機,2019/07/19
頭號玩家,2019/07/19
首席指揮家,2019/07/19
橫越生死線,2019/07/19
電流大戰,2019/07/19
囧叔大翻身,2019/07/19
震向性教育,2019/07/19
城市獵人劇場版 新宿Private Eyes,2019/07/19
浪蕩的心,2019/07/19
灼人秘密,2019/07/19
母與女,2019/07/19
落鷹峽,2019/07/18
獅子王,2019/07/17
群星會,2019/07/17
天使之吻,2019/07/16
真犯,2019/07/15
真真的愛,2019/07/15
新娘與我,2019/07/14
白屋之戀,2019/07/14
海鷗飛處,2019/07/13
婚姻大事,2019/07/13
龍門客棧,2019/07/13
鏗鏘玫瑰,2019/07/12
鱷魔,2019/07/12
仲夏魘,2019/07/12
隱形情人,2019/07/12
超異能女巫,2019/07/12
安妮華達 最後一堂課,2019/07/12
上流教慾,2019/07/12
舞娘辣辣隊,2019/07/12
海角上的兄妹,2019/07/12
爸媽死了，我卻不想哭,2019/07/12
王者天下,2019/07/11
名偵探柯南：紺青之拳,2019/07/10
江邊旅館,2019/07/05
草葉集,2019/07/05
米開朗基羅：無盡之詩,2019/07/05
小島來了陌生爸爸,2019/07/05
掃毒2 天地對決,2019/07/05
她的搖滾滋味,2019/07/05
密室大逃殺,2019/07/05
電影版 狂賭之淵,2019/07/05
寄生下流,2019/07/05
我的青春都是你,2019/07/05
阿嬤，不要忘記我,2019/07/03
蜘蛛人：離家日,2019/07/02
寄生上流,2019/06/28
大叔好神騎,2019/06/28
靠譜歌王,2019/06/28
藥命實驗,2019/06/28
飢慾之膚,2019/06/28
電影版 妖怪手錶：永遠的朋友,2019/06/28
聖☆哥傳: 第Ⅱ紀,2019/06/28
妳在月夜裡閃耀光輝,2019/06/28
如常,2019/06/28
世紀包浩斯,2019/06/27
有罪,2019/06/26
九龍不敗,2019/06/25
安娜貝爾回家囉,2019/06/25
靈山+土地,2019/06/22
悄悄+Swim+浮陽,2019/06/22
喬治三世的瘋狂(英國國家劇院現場),2019/06/21
恰吉,2019/06/21
模仿女孩,2019/06/21
最親愛的陌生兒子,2019/06/21
別問我是誰,2019/06/21
金錢性騙局,2019/06/21
鈴木家的謊言,2019/06/21
極惡對決,2019/06/20
玩具總動員 4,2019/06/20
安娜,2019/06/19
AI終結戰,2019/06/19
PERFECT WORLD ～和你在一起的奇蹟～,2019/06/16
0.0赫茲,2019/06/14
火箭人,2019/06/14
帕爾曼的音樂遍歷,2019/06/14
瘋狂巡警,2019/06/14
劇場版 歌之☆王子殿下♪真愛KINGDOM,2019/06/14
懸案密碼-第64號,2019/06/14
追龍II：賊王,2019/06/12
MIB星際戰警：跨國行動,2019/06/12
逆轉劫局,2019/06/11
安東尼與克莉奧佩特拉(英國國家劇院現場),2019/06/06
招魂修道院,2019/06/06
X戰警：黑鳳凰,2019/06/06
寵物當家2,2019/06/06
我的教練我們的菜,2019/06/06
爺爺與喵,2019/06/06
情牽拉麵茶,2019/06/06
亡命之途,2019/06/06
祝我好好孕,2019/06/06
馬克白（英國國家劇院現場）,2019/06/03
孤獨的妻子,2019/06/01
結婚哪有那麼男,2019/05/31
奪命大夜班,2019/05/31
恐怖大媽,2019/05/31
紅色密令,2019/05/31
蒼蠅王,2019/05/31
文字慾,2019/05/31
意亂提琴手,2019/05/31
這條路上: 百年童謠的誕生,2019/05/31
出發,2019/05/31
日落之前,2019/05/31
大樹之歌,2019/05/30
無膽情人,2019/05/30
魂斷威尼斯,2019/05/29
哥吉拉II怪獸之王,2019/05/29
CODE GEASS 復活的魯路修,2019/05/29
阿里丹的告白,2019/05/27
紅玫瑰白玫瑰,2019/05/26
地下情,2019/05/26
大河之歌,2019/05/26
大都會,2019/05/26
少女小漁,2019/05/26
莒哈絲的漫長等待,2019/05/25
千禧年，喬納就25歲了,2019/05/25
大地之歌,2019/05/25
完美搭檔,2019/05/24
過境情謎,2019/05/24
疾速求生,2019/05/24
非分熟女,2019/05/24
女人心,2019/05/24
選情尬翻天,2019/05/24
與神同愛,2019/05/24
吾愛吾詩,2019/05/24
84那年夏天,2019/05/24
城市獵人,2019/05/24
人生最後一場拍賣會,2019/05/24
亨利先生的秘密,2019/05/24
鬼入鏡：靈之鬼跡,2019/05/24
馬拉松武士,2019/05/24
愛在九月來臨前,2019/05/24
拾字前行+走往森林的路,2019/05/24
五月天 人生無限公司,2019/05/24
不滅之光,2019/05/24
阿拉丁,2019/05/22
狗狗的旅程,2019/05/17
醜娃娃大冒險,2019/05/17
極惡人魔,2019/05/17
異星探索,2019/05/17
巴黎A片現場,2019/05/17
樂獄,2019/05/17
你的臉+光,2019/05/17
我的第一任,2019/05/17
捍衛任務3：全面開戰,2019/05/15
極地先鋒,2019/05/10
P風暴,2019/05/10
芭蕾王者,2019/05/10
人肉農場,2019/05/10
感謝上帝,2019/05/10
母親過世時，我想吃掉她的骨灰,2019/05/10
Bra太子,2019/05/10
名偵探皮卡丘,2019/05/09
詐騙女神,2019/05/09
赤手登峰,2019/05/07
親愛的仇人,2019/05/04
帶我回家,2019/05/03
法拉利312B：革命的開端,2019/05/03
逆著風的旅行,2019/05/03
大冒險家,2019/05/03
柏林我愛你,2019/05/03
厄林殺機,2019/05/03
搶救失業大作戰,2019/05/03
福爾圖娜之瞳,2019/05/03
阿松 劇場版,2019/05/03
幻術,2019/05/03
阿虎,2019/05/03
權力殺機,2019/05/01
平靜冬日,2019/04/29
幸福的拉札洛,2019/04/26
卡拉瓦喬：靈魂與血肉之軀,2019/04/26
三夫,2019/04/26
我唾棄你的墳墓3,2019/04/26
誰殺了小說家?,2019/04/26
米其林遇見米其林,2019/04/26
孟買夜未眠,2019/04/26
製琴師與他的琴人,2019/04/26
三更半夜居然要吃香蕉？,2019/04/26
復仇者聯盟:終局之戰,2019/04/24
秋蓮,2019/04/21
戀愛與義務,2019/04/20
上流世界,2019/04/19
希特勒對畢卡索：被奪取的名畫,2019/04/19
愛上太空女神,2019/04/19
淪落人,2019/04/19
牛津解密,2019/04/19
魔力女聲,2019/04/19
噬魂實驗,2019/04/19
失控班!,2019/04/19
電影　刀劍亂舞,2019/04/19
原本以為只是手機掉了,2019/04/19
漫長的告別,2019/04/19
就是要妳愛上我,2019/04/19
哭泣的女人,2019/04/17
蒙特梭利小教室,2019/04/13
沒有你的生日,2019/04/12
禁入墳場,2019/04/12
異類占領,2019/04/12
真愛，再出發,2019/04/12
灰影地帶,2019/04/12
惡孕,2019/04/12
電競殺手,2019/04/12
女王的柯基,2019/04/12
人盡皆知,2019/04/12
一念,2019/04/12
十二個想死的少年,2019/04/12
海邊的道別,2019/04/12
我們的青春，在台灣,2019/04/12
疑霧公堂,2019/04/12
地獄怪客: 血后的崛起,2019/04/11
錢力遊戲,2019/04/04
我的惹火上司,2019/04/04
奇幻遊樂園,2019/04/04
我和我的摔角家庭,2019/04/04
LoveLive! Sunshine!! 學園偶像電影 ～ 彩虹彼端 ～,2019/04/04
侵密室友,2019/04/03
我的巴黎舅舅,2019/04/03
哈納萊伊灣,2019/04/03
阿拉姜色,2019/04/03
梵谷：畫筆下的烏雲與麥田,2019/03/29
屍降,2019/03/29
愛情太需要翻譯,2019/03/29
G殺事件,2019/03/29
威尼斯商人,2019/03/29
第十二夜,2019/03/29
理查二世,2019/03/29
沙贊！,2019/03/29
小飛象,2019/03/29
失控危城,2019/03/29
愛上觸不到的你,2019/03/29
他們不再老去,2019/03/29
毀滅者,2019/03/29
血祭歐買尬,2019/03/29
太陽之女,2019/03/29
相對世界。明日終結?,2019/03/29
家族的色彩,2019/03/29
劇場版 王室教師海涅,2019/03/29
嫌疑犯X,2019/03/22
私刑制裁,2019/03/22
L.O.V.E. in F.R.A.M.E.S.,2019/03/22
屋簷下的記憶,2019/03/22
我們,2019/03/22
庫爾斯克號: 深海救援,2019/03/22
喜劇天團：勞萊與哈台,2019/03/22
